"detector_id","detector_type","detector_status","detector_direction","detector_movement","location_name","atd_location_id","signal_id","created_date","modified_date","ip_comm_status","comm_status_datetime_utc","location_latitude","location_longitude","LOCATION"
"6,953","GRIDSMART","BROKEN","NORTHBOUND, WESTBOUND, EASTBOUND, SOUTHBOUND","RIGHT TURN, THRU / LEFT TURN",,,,"2019 Aug 13 12:00:00 AM","2019 Aug 13 03:21:00 PM",,,,,
"6,437","LOOP","OK","NORTHBOUND","THRU / LEFT TURN"," BRODIE LN / INDIAN POINT DR","LOC16-004505","918","2018 Jun 12 12:00:00 AM","2023 Dec 20 08:56:00 PM",,,,,"POINT (-97.85701 30.172396)"
"2,057","LOOP","OK","EASTBOUND","LEFT TURN","FM 620 RD / BOULDER LN (South)","LOC16-004375","888","2017 Jun 26 12:00:00 AM","2025 Apr 15 06:52:00 PM",,,,,"POINT (-97.842659 30.428783)"
"617","LOOP","OK","EASTBOUND","LEFT TURN"," MENCHACA RD / WILLIAM CANNON DR","LOC16-000960","194",,"2024 Nov 06 05:23:00 PM",,,,,"POINT (-97.806908 30.202913)"
"1,076","LOOP","BROKEN","WESTBOUND","THRU / RIGHT TURN"," WILLIAM CANNON DR / BRUSH COUNTRY RD","LOC16-002130","434",,"2025 Sep 11 10:52:00 PM",,,,,"POINT (-97.841698 30.223387)"
"6,475","LOOP","OK","NORTHBOUND","SETBACK"," MENCHACA RD / MATTHEWS LN","LOC16-000965","195","2018 Jul 02 12:00:00 AM","2025 Feb 06 08:56:00 PM",,,,,"POINT (-97.807335 30.199965)"
"3,757","VIDEO","OK","EASTBOUND","THRU / RIGHT TURN"," 1ST ST / FLOURNOY DR","LOC16-001955","399","2017 Jun 16 12:00:00 AM","2025 Feb 25 08:23:00 PM",,,,,"POINT (-97.783821 30.203835)"
"5,765","VIDEO","OK - MINOR ISSUE","SOUTHBOUND","THRU / RIGHT TURN, LEFT TURN"," LAMAR BLVD / 40TH ST","LOC16-001000","202","2017 Sep 11 12:00:00 AM","2025 Sep 12 04:45:00 PM",,,,,"POINT (-97.741386 30.307861)"
"1,726","LOOP","OK","EASTBOUND","LEFT TURN"," CAMERON RD / RUNDBERG LN","LOC16-004690","960","2017 Jun 28 12:00:00 AM","2023 Dec 17 07:51:00 PM",,,,,"POINT (-97.675972 30.350773)"
"5,118","LOOP","OK","SOUTHBOUND","THRU / LEFT TURN"," PORTER ST / MONTOPOLIS DR","LOC16-002700","551","2017 Jun 15 12:00:00 AM","2023 Nov 06 07:18:00 PM",,,,,"POINT (-97.69957 30.231056)"
"6,670","LOOP","OK","WESTBOUND","THRU / LEFT TURN"," MENCHACA RD / BERKELEY AVE","LOC16-000955","193","2019 Feb 06 12:00:00 AM","2023 Dec 04 07:00:00 PM",,,,,"POINT (-97.804848 30.20858)"
"3,058","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," ED BLUESTEIN BLVD / 51ST ST","LOC16-003635","737","2017 Jun 23 12:00:00 AM","2020 Jun 22 06:54:00 PM",,,,,"POINT (-97.663628 30.292303)"
"2,805","LOOP","REMOVED","WESTBOUND","LEFT TURN"," MOPAC EXPY / LA CROSSE AVE","LOC16-003840","781","2017 Jun 23 12:00:00 AM","2022 Jul 12 12:11:00 PM",,,,,"POINT (-97.873253 30.190466)"
"6,015","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," TUSCANY WAY / 290 HWY SVRD","LOC16-004825","987","2017 Sep 11 12:00:00 AM","2025 Apr 29 05:00:00 PM",,,,,"POINT (-97.659348 30.327848)"
"483","RADAR - SmartMicro","OK","EASTBOUND","LEFT TURN"," BURNET RD / ROCKWOOD LN","LOC16-000365","74",,"2023 Dec 17 07:10:00 PM",,,,,"POINT (-97.727585 30.368286)"
"4,671","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," NEWFIELD LN / ENFIELD RD","LOC16-001040","212","2017 Jun 16 12:00:00 AM","2022 Nov 21 06:45:00 PM",,,,,"POINT (-97.763298 30.285645)"
"3,801","LOOP","REMOVED","WESTBOUND","LEFT TURN"," ED BLUESTEIN BLVD / TECHNI CENTER DR","LOC16-003105","629","2017 Jun 16 12:00:00 AM","2020 Jun 23 08:43:00 PM",,,,,"POINT (-97.667915 30.276051)"
"5,839","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN, LEFT TURN","US 290 HWY / 1826 RD","LOC16-003465","703","2017 Sep 11 12:00:00 AM","2023 Dec 17 04:28:00 PM",,,,,"POINT (-97.888306 30.229195)"
"6,990","VIDEO","BROKEN","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," BRAKER LN / 35 SVRD","LOC16-002290","467","2019 Sep 24 12:00:00 AM","2024 Nov 07 01:50:00 PM",,,,,"POINT (-97.675583 30.376949)"
"6,810","GRIDSMART","UNKNOWN",,,,,,"2019 Apr 09 12:00:00 AM","2019 Apr 09 07:47:00 PM",,,,,
"2,597","VIDEO","OK","EASTBOUND","LEFT TURN","12700 BLK DESSAU RD","LOC16-004035","820","2017 Jun 23 12:00:00 AM","2025 Apr 23 07:04:00 PM",,,,,"POINT (-97.642685 30.397131)"
"2,013","VIDEO","BROKEN","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," OLTORF ST / WICKERSHAM LN","LOC16-004405","894","2017 Jun 26 12:00:00 AM","2025 Oct 09 12:04:00 PM",,,,,"POINT (-97.724297 30.225657)"
"6,635","VIDEO","OK","NORTHBOUND","THRU ONLY"," GUADALUPE ST / LAMAR BLVD","LOC16-000005","2","2019 Jan 22 12:00:00 AM","2024 Apr 25 02:56:00 PM",,,,,"POINT (-97.732246 30.316647)"
"1,710","LOOP","OK","SOUTHBOUND","LEFT TURN"," ROSS RD / SAINT THOMAS DR","LOC16-004705","963","2017 Jun 28 12:00:00 AM","2024 Jul 02 02:30:00 PM",,,,,"POINT (-97.615196 30.178305)"
"2,749","LOOP","OK","SOUTHBOUND","LEFT TURN","US 290 HWY SVRD / MOPAC EXPY SVRD","LOC16-003895","792","2017 Jun 23 12:00:00 AM","2023 Dec 29 01:20:00 PM",,,,,"POINT (-97.825661 30.235193)"
"167","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / BERKMAN DR","LOC16-003255","651",,"2022 Sep 21 07:10:00 PM",,,,,"POINT (-97.689026 30.321919)"
"6,851","VIDEO","REMOVED","EASTBOUND","THRU / RIGHT TURN"," WESTBANK DR / ALLEN RD","LOC16-004045","822","2019 May 01 12:00:00 AM","2025 Sep 05 05:27:00 PM",,,,,"POINT (-97.812248 30.274342)"
"3,948","LOOP","REMOVED","WESTBOUND","LEFT TURN"," RIVERSIDE DR / CROSSING PL","LOC16-003065","619","2017 Jun 16 12:00:00 AM","2021 Mar 17 06:47:00 PM",,,,,"POINT (-97.717461 30.231636)"
"1,221","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," GRAND AVENUE PKWY / CENTRAL COMMERCE DR","LOC16-001760","359",,"2024 May 16 11:01:00 PM",,,,,"POINT (-97.659927 30.455954)"
"5,293","VIDEO","OK","SOUTHBOUND","LEFT TURN"," BRAKER LN / DESSAU RD","LOC16-002580","527","2017 Jun 14 12:00:00 AM","2024 Sep 11 08:07:00 PM",,,,,"POINT (-97.665733 30.372438)"
"4,583","VIDEO","BROKEN","SOUTHBOUND","THRU / RIGHT TURN"," LAKE CREEK PKWY / 183 HWY SVRD","LOC16-003015","604","2017 Jun 16 12:00:00 AM","2025 Aug 13 07:29:00 PM",,,,,"POINT (-97.794586 30.461142)"
"1,929","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," QUINLAN PARK RD / STEINER RANCH BLVD","LOC16-004500","914","2017 Jun 26 12:00:00 AM","2025 Feb 17 07:37:00 PM",,,,,"POINT (-97.884857 30.377523)"
"1,873","VIDEO","OK","NORTHBOUND","THRU / LEFT TURN"," DEAN KEETON ST / LAFAYETTE AVE","LOC16-004555","929","2017 Jun 26 12:00:00 AM","2025 Feb 25 08:38:00 PM",,,,,"POINT (-97.721809 30.284424)"
"6,556","VIDEO","REMOVED","WESTBOUND","THRU ONLY"," 38TH ST / DUVAL ST","LOC16-000290","59","2018 Oct 02 12:00:00 AM","2025 Aug 07 10:18:00 PM",,,,,"POINT (-97.729775 30.298708)"
"6,569","LOOP","OK","NORTHBOUND","THRU / RIGHT TURN"," 15TH ST / ENFIELD RD","LOC16-001055","215","2018 Nov 26 12:00:00 AM","2023 Dec 10 04:22:00 PM",,,,,"POINT (-97.753212 30.280155)"
"2,425","VIDEO","BROKEN","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," CAPITAL OF TEXAS HWY / LAKEWOOD DR","LOC16-004175","848","2017 Jun 23 12:00:00 AM","2025 Sep 06 04:48:00 PM",,,,,"POINT (-97.78566 30.371674)"
"6,611","LOOP","OK","WESTBOUND","THRU ONLY"," CONGRESS AVE / MARY ST","LOC16-000700","141","2019 Jan 02 12:00:00 AM","2024 Nov 15 06:46:00 PM",,,,,"POINT (-97.751305 30.245146)"
"1,138","VIDEO","REMOVED","WESTBOUND","THRU / RIGHT TURN"," MENCHACA RD / FORT VIEW RD","LOC16-000930","188",,"2025 Apr 24 03:58:00 PM",,,,,"POINT (-97.787621 30.231009)"
"6,609","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," GUADALUPE ST / NORTH LOOP BLVD","LOC16-000070","15","2018 Dec 28 12:00:00 AM","2023 Dec 19 04:05:00 PM",,,,,"POINT (-97.726959 30.319952)"
"6,388","LOOP","OK","NORTHBOUND","LEFT TURN"," LAMAR BLVD / 34TH ST","LOC16-000520","105","2018 May 25 12:00:00 AM","2023 Dec 27 05:39:00 PM",,,,,"POINT (-97.744713 30.3027)"
"6,401","VIDEO","REMOVED","SOUTHBOUND","THRU / LEFT TURN"," KOENIG LN / WOODROW AVE","LOC16-000060","13","2018 May 30 12:00:00 AM","2024 Oct 03 10:41:00 AM",,,,,"POINT (-97.73159 30.330872)"
"2,708","LOOP","BROKEN","WESTBOUND","THRU / RIGHT TURN"," BALCONES WOODS DR / RESEARCH BLVD SVRD","LOC16-003950","803","2017 Jun 23 12:00:00 AM","2023 Dec 29 01:55:00 PM",,,,,"POINT (-97.744713 30.407858)"
"6,294","VIDEO","OK","EASTBOUND","BICYCLE, LEFT TURN, THRU / RIGHT TURN","FM 620 RD / EL SALIDO PKWY","LOC16-004465","906","2018 Feb 08 12:00:00 AM","2023 Dec 18 06:49:00 PM",,,,,"POINT (-97.823113 30.458035)"
"5,718","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," METRIC BLVD / LAMPLIGHT VILLAGE AVE","LOC16-002640","539","2017 Sep 11 12:00:00 AM","2025 Sep 12 05:48:00 PM",,,,,"POINT (-97.695519 30.410704)"
"6,892","VIDEO","OK","EASTBOUND","THRU / LEFT TURN"," RUNDBERG LN / GEORGIAN DR","LOC16-002410","491","2019 May 31 12:00:00 AM","2025 Mar 10 04:11:00 PM",,,,,"POINT (-97.693405 30.36083)"
"6,968","LOOP","OK","WESTBOUND","THRU ONLY"," MENCHACA RD / DAVIS LN","LOC16-000970","196","2019 Aug 23 12:00:00 AM","2023 Dec 04 07:12:00 PM",,,,,"POINT (-97.816307 30.185926)"
"5,900","LOOP","BROKEN","NORTHBOUND","THRU / RIGHT TURN, LEFT TURN"," MOPAC EXPY SVRD / BARTON SKWY","LOC16-004025","818","2017 Sep 11 12:00:00 AM","2024 May 28 03:58:00 PM",,,,,"POINT (-97.78923 30.262285)"
"5,058","LOOP","OK","EASTBOUND","LEFT TURN"," 51ST ST / LANCASTER CT","LOC16-002745","560","2017 Jun 15 12:00:00 AM","2025 Sep 10 06:44:00 PM",,,,,"POINT (-97.70649 30.307507)"
"6,529","VIDEO","OK","SOUTHBOUND","THRU / LEFT TURN","11314 BLK N FM 620 RD (HEB Driveway)","LOC16-004490","912","2018 Aug 13 12:00:00 AM","2025 Feb 19 05:38:00 PM",,,,,"POINT (-97.828545 30.452791)"
"3,415","LOOP","OK","WESTBOUND","LEFT TURN"," 51ST ST / BERKMAN DR","LOC16-003345","678","2017 Jun 22 12:00:00 AM","2024 Dec 09 02:43:00 PM",,,,,"POINT (-97.698875 30.303907)"
"3,016","LOOP","OK","EASTBOUND","SETBACK, THRU / RIGHT TURN"," STASSNEY LN / DOVE SPRINGS DR","LOC16-003675","745","2017 Jun 23 12:00:00 AM","2023 Dec 17 07:02:00 PM",,,,,"POINT (-97.756798 30.193939)"
"1,803","LOOP","REMOVED","EASTBOUND","THRU / LEFT TURN"," CONGRESS AVE / MILTON ST","LOC16-004605","943","2017 Jun 26 12:00:00 AM","2022 Oct 12 11:03:00 AM",,,,,"POINT (-97.750626 30.247025)"
"3,307","LOOP","OK","EASTBOUND","LEFT TURN"," RESEARCH BLVD SVRD / ANDERSON SQ","LOC16-003425","695","2017 Jun 23 12:00:00 AM","2023 Dec 16 08:34:00 PM",,,,,"POINT (-97.714195 30.353102)"
"5,851","VIDEO","OK","EASTBOUND","THRU / RIGHT TURN, LEFT TURN"," JOHNNY MORRIS RD / LOYOLA LN","LOC16-003575","725","2017 Sep 11 12:00:00 AM","2025 Oct 05 12:41:00 AM",,,,,"POINT (-97.648216 30.300238)"
"5,964","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN, LEFT TURN","SH 71  / 973 RD","LOC16-004320","877","2017 Sep 11 12:00:00 AM","2024 May 30 10:22:00 PM",,,,,"POINT (-97.637756 30.202303)"
"5,265","LOOP","OK","SOUTHBOUND","SETBACK"," TECH RIDGE BLVD / 35 SVRD (YAGER LN)","LOC16-002590","529","2017 Jun 14 12:00:00 AM","2023 Dec 16 05:40:00 PM",,,,,"POINT (-97.673042 30.39916)"
"3,614","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," ANDERSON MILL RD / POND SPRINGS RD","LOC16-003175","646","2017 Jun 19 12:00:00 AM","2025 Aug 27 03:18:00 PM",,,,,"POINT (-97.785309 30.450384)"
"549","VIDEO","OK","EASTBOUND","LEFT TURN"," BURNET RD / 49TH ST","LOC16-000440","89",,"2025 Oct 05 07:37:00 PM",,,,,"POINT (-97.739227 30.319857)"
"1,611","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," 12TH ST / CHESTNUT AVE","LOC16-004820","986","2017 Jun 28 12:00:00 AM","2022 Oct 17 11:11:00 AM",,,,,"POINT (-97.715981 30.274361)"
"5,369","LOOP","OK","EASTBOUND","LEFT TURN"," GUADALUPE ST / 45TH ST","LOC16-000245","50","2017 Jun 14 12:00:00 AM","2025 Apr 14 04:41:00 PM",,,,,"POINT (-97.732979 30.310843)"
"3,288","LOOP","BROKEN","EASTBOUND","THRU / RIGHT TURN"," DUVAL RD / JOLLYVILLE RD","LOC16-003440","698","2017 Jun 23 12:00:00 AM","2025 Oct 08 01:13:00 PM",,,,,"POINT (-97.750038 30.417286)"
"1,996","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," STASSNEY LN / WEST GATE BLVD (Cherry Creek Dr)","LOC16-004435","900","2017 Jun 26 12:00:00 AM","2025 Mar 18 10:15:00 PM",,,,,"POINT (-97.807129 30.219011)"
"754","LOOP","BROKEN","WESTBOUND","LEFT TURN"," BRODIE LN / FRATE BARKER RD","LOC16-001880","383",,"2025 Aug 28 09:58:00 PM",,,,,"POINT (-97.854904 30.148468)"
"3,183","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," ANDERSON LN SVRD / NORTHCREST BLVD","LOC16-003530","716","2017 Jun 23 12:00:00 AM","2021 Nov 24 01:41:00 PM",,,,,"POINT (-97.705383 30.3437)"
"6,033","VIDEO","REMOVED","EASTBOUND","THRU / RIGHT TURN, LEFT TURN","SH 130 SVRD / 290 HWY SVRD","LOC16-004895","1001","2017 Sep 11 12:00:00 AM","2024 Jun 28 07:53:00 PM",,,,,"POINT (-97.590309 30.340342)"
"4,712","LOOP","OK","EASTBOUND","LEFT TURN"," MENCHACA RD / BERKELEY AVE","LOC16-000955","193","2017 Jun 16 12:00:00 AM","2023 Dec 04 07:00:00 PM",,,,,"POINT (-97.804848 30.20858)"
"1,578","LOOP","OK","EASTBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / 2222 RD","LOC16-004845","991","2017 Jun 28 12:00:00 AM","2024 Jun 20 12:18:00 PM",,,,,"POINT (-97.790527 30.359251)"
"4,600","LOOP","OK","EASTBOUND","THRU / RIGHT TURN"," ANDERSON MILL RD / 183 HWY SVRD","LOC16-002950","601","2017 Jun 16 12:00:00 AM","2023 Dec 23 08:47:00 PM",,,,,"POINT (-97.790031 30.448893)"
"3,739","LOOP","REMOVED","WESTBOUND","LEFT TURN"," WILLIAM CANNON DR / 1ST ST","LOC16-001980","404","2017 Jun 16 12:00:00 AM","2024 May 16 10:47:00 PM",,,,,"POINT (-97.787819 30.197098)"
"6,923","LOOP","OK","WESTBOUND","THRU ONLY"," WEST GATE BLVD / LAMAR BLVD SVRD","LOC16-001585","324","2019 Jul 10 12:00:00 AM","2023 Dec 10 06:48:00 PM",,,,,"POINT (-97.800545 30.231974)"
"6,243","VIDEO","OK - MINOR ISSUE","WESTBOUND","THRU / LEFT TURN"," 15TH ST / RED RIVER ST","LOC16-001105","225","2018 Jan 04 12:00:00 AM","2024 Jun 26 09:29:00 PM",,,,,"POINT (-97.734848 30.275618)"
"3,465","LOOP","REMOVED","NORTHBOUND","LEFT TURN","9719 BLK GREAT HILLS TRL (Great Hills & Sommerset)","LOC16-003305","669","2017 Jun 19 12:00:00 AM","2025 Apr 14 03:51:00 PM",,,,,"POINT (-97.752121 30.394476)"
"4,628","VIDEO","OK","EASTBOUND","THRU / RIGHT TURN"," DESSAU RD / WANDERING WAY","LOC16-002935","598","2017 Jun 16 12:00:00 AM","2023 Dec 23 01:25:00 AM",,,,,"POINT (-97.667473 30.369976)"
"6,076","VIDEO","OK","SOUTHBOUND","THRU / RIGHT TURN, LEFT TURN","FM 620 RD / NORTH LAKE CREEK PKWY","LOC16-003055","617","2017 Sep 11 12:00:00 AM","2025 Sep 10 08:10:00 PM",,,,,"POINT (-97.790222 30.471064)"
"5,989","VIDEO","BROKEN","WESTBOUND","THRU / RIGHT TURN, LEFT TURN","FM 620 RD / 183 HWY SVRD","LOC16-004420","897","2017 Sep 11 12:00:00 AM","2024 Jul 01 05:34:00 PM",,,,,"POINT (-97.797691 30.468823)"
"6,057","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN, LEFT TURN"," GUADALUPE ST / 34TH ST","LOC16-000230","47","2017 Sep 11 12:00:00 AM","2023 Dec 13 08:41:00 PM",,,,,"POINT (-97.739647 30.300341)"
"1,771","LOOP","OK","WESTBOUND","LEFT TURN"," DESSAU RD / CRYSTAL BEND DR","LOC16-004635","949","2017 Jun 28 12:00:00 AM","2025 Apr 23 07:25:00 PM",,,,,"POINT (-97.636017 30.407036)"
"1,667","LOOP","REMOVED","SOUTHBOUND","LEFT TURN","IH 35 SVRD / N IH 35 SVRD SB AT 41ST TRN","LOC16-004740","970","2017 Jun 28 12:00:00 AM","2020 Jun 29 11:12:00 PM",,,,,"POINT (-97.717468 30.298771)"
"4,999","CURRUX","OK","EASTBOUND","BICYCLE, LEFT TURN, RIGHT TURN, THRU ONLY"," 38TH ST / LAMAR BLVD","LOC16-000510","103","2017 Jun 15 12:00:00 AM","2025 Jul 06 06:18:00 PM",,,,,"POINT (-97.74305 30.305197)"
"3,410","LOOP","OK","NORTHBOUND","THRU / RIGHT TURN"," 51ST ST / BERKMAN DR","LOC16-003345","678","2017 Jun 22 12:00:00 AM","2024 Dec 09 02:42:00 PM",,,,,"POINT (-97.698875 30.303907)"
"6,186","LOOP","OK","NORTHBOUND","THRU / LEFT TURN, THRU / RIGHT TURN"," ANDERSON LN / ROCKWOOD LN","LOC16-000465","94","2017 Sep 22 12:00:00 AM","2023 Dec 17 07:32:00 PM",,,,,"POINT (-97.738266 30.359753)"
"3,170","LOOP","REMOVED","WESTBOUND","LEFT TURN"," RESEARCH BLVD SVRD / OHLEN RD","LOC16-003540","718","2017 Jun 23 12:00:00 AM","2024 May 21 09:40:00 PM",,,,,"POINT (-97.717796 30.363134)"
"6,139","RADAR - Iteris","OK","NORTHBOUND","THRU / RIGHT TURN"," AIRPORT BLVD / HIGHLAND MALL BLVD","LOC16-000075","16","2017 Sep 11 12:00:00 AM","2025 Sep 04 03:21:00 PM",,,,,"POINT (-97.715836 30.328857)"
"648","LOOP","OK","NORTHBOUND","THRU / RIGHT TURN","FM 2222 RD / NORTHLAND DR","LOC16-002155","439",,"2023 Dec 04 10:21:00 PM",,,,,"POINT (-97.758942 30.338467)"
"872","LOOP","BROKEN","SOUTHBOUND","THRU / RIGHT TURN"," CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD","LOC16-004220","858",,"2024 May 28 10:37:00 PM",,,,,"POINT (-97.744301 30.389793)"
"1,912","VIDEO","OK","NORTHBOUND","THRU / LEFT TURN"," CAMERON RD / RUTHERFORD LN","LOC16-004515","920","2017 Jun 26 12:00:00 AM","2025 Jul 29 01:25:00 PM",,,,,"POINT (-97.683243 30.337326)"
"7,152","LOOP","OK","SOUTHBOUND","RIGHT TURN"," GATTIS SCHOOL RD / LINKS LN","LOC16-005235","1027","2020 Apr 30 12:00:00 AM","2023 Dec 29 10:33:00 PM",,,,,"POINT (-97.600296 30.49728)"
"2,471","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," CHICON ST / ROSEWOOD AVE","LOC16-004140","841","2017 Jun 23 12:00:00 AM","2024 May 28 07:39:00 PM",,,,,"POINT (-97.719032 30.269701)"
"384","LOOP","REMOVED","EASTBOUND","LEFT TURN"," 15TH ST / RIO GRANDE ST","LOC16-001065","217",,"2025 Apr 28 05:44:00 PM",,,,,"POINT (-97.746231 30.278841)"
"2,123","LOOP","REMOVED","SOUTHBOUND","LEFT TURN","FM 620 RD / FOUR POINTS DR","LOC16-004305","874","2017 Jun 26 12:00:00 AM","2022 Dec 13 07:29:00 PM",,,,,"POINT (-97.852478 30.406595)"
"4,570","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," BARTON SPRINGS RD / DAWSON RD","LOC16-001150","234","2017 Jun 16 12:00:00 AM","2020 Nov 24 03:03:00 PM",,,,,"POINT (-97.755707 30.260344)"
"3,689","VIDEO","OK","EASTBOUND","LEFT TURN"," ALLANDALE RD / NORTHLAND DR","LOC16-002180","444","2017 Jun 16 12:00:00 AM","2025 Jun 18 02:55:00 PM",,,,,"POINT (-97.749168 30.3346)"
"4,912","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN"," 35TH ST / JACKSON AVE","LOC16-000530","107","2017 Jun 15 12:00:00 AM","2023 Dec 22 05:07:00 PM",,,,,"POINT (-97.75589 30.308735)"
"4,868","LOOP","OK","EASTBOUND","LEFT TURN"," CONGRESS AVE / BARTON SPRINGS RD","LOC16-000655","132","2017 Jun 15 12:00:00 AM","2025 Aug 01 12:32:00 PM",,,,,"POINT (-97.74614 30.259111)"
"1,125","LOOP","OK","WESTBOUND","LEFT TURN"," KOENIG LN / AVENUE F ","LOC16-000890","180",,"2023 Dec 03 06:19:00 PM",,,,,"POINT (-97.718575 30.321964)"
"2,953","LOOP","OK","EASTBOUND","LEFT TURN"," CROSS PARK DR / EXCHANGE DR","LOC16-003720","755","2017 Jun 23 12:00:00 AM","2023 Dec 17 08:00:00 PM",,,,,"POINT (-97.667282 30.329987)"
"6,541","GRIDSMART","OK","NORTHBOUND","THRU / LEFT TURN","IH 35 SVRD / HOLLY ST","LOC16-003780","767","2018 Sep 03 12:00:00 AM","2025 Mar 10 05:32:00 PM",,,,,"POINT (-97.736519 30.257126)"
"3,000","VIDEO","OK","SOUTHBOUND","THRU / RIGHT TURN"," SLAUGHTER LN / RIDDLE RD","LOC16-003680","747","2017 Jun 23 12:00:00 AM","2025 Sep 22 08:09:00 PM",,,,,"POINT (-97.827148 30.173983)"
"1,805","LOOP","REMOVED","SOUTHBOUND","LEFT TURN","FM 2222 RD / MESA DR","LOC16-004600","942","2017 Jun 26 12:00:00 AM","2025 Oct 07 02:06:00 PM",,,,,"POINT (-97.769638 30.341314)"
"5,794","VIDEO","REMOVED","WESTBOUND","THRU / RIGHT TURN, LEFT TURN"," GREAT HILLS TRL / JOLLYVILLE RD","LOC16-003110","632","2017 Sep 11 12:00:00 AM","2021 Sep 20 02:58:00 PM",,,,,"POINT (-97.749703 30.39419)"
"273","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," MARTIN LUTHER KING JR BLVD / NUECES ST","LOC16-000100","21",,"2021 Apr 20 02:02:00 PM",,,,,"POINT (-97.743744 30.282238)"
"3,309","LOOP","OK","NORTHBOUND","LEFT TURN"," RESEARCH BLVD SVRD / ANDERSON SQ","LOC16-003420","694","2017 Jun 23 12:00:00 AM","2023 Dec 16 08:31:00 PM",,,,,"POINT (-97.714859 30.352856)"
"7,104","VIDEO","BROKEN","EASTBOUND","THRU / LEFT TURN, THRU / RIGHT TURN"," OLTORF ST / DURWOOD ST","LOC16-005035","4088","2020 Feb 10 12:00:00 AM","2024 Jun 17 03:46:00 PM",,,,,"POINT (-97.75798 30.241348)"
"7,189","VIDEO","OK","WESTBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / STONELAKE BLVD","LOC16-004210","855","2020 May 30 12:00:00 AM","2025 Feb 14 10:31:00 PM",,,,,"POINT (-97.739441 30.390692)"
"4,636","LOOP","REMOVED","EASTBOUND","THRU ONLY"," ST JOHNS AVE / 35 SVRD","LOC16-002920","595","2017 Jun 16 12:00:00 AM","2022 Aug 04 06:44:00 PM",,,,,"POINT (-97.703705 30.332579)"
"3,525","VIDEO","REMOVED","EASTBOUND","LEFT TURN"," BRAKER LN / JOLLYVILLE RD","LOC16-003245","661","2017 Jun 19 12:00:00 AM","2025 Mar 03 03:14:00 PM",,,,,"POINT (-97.748863 30.400698)"
"6,971","LOOP","OK","EASTBOUND","THRU / RIGHT TURN"," MENCHACA RD / DAVIS LN","LOC16-000970","196","2019 Aug 23 12:00:00 AM","2023 Dec 04 07:12:00 PM",,,,,"POINT (-97.816307 30.185926)"
"5,872","VIDEO","OK","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," PARMER LN / SPECTRUM DR","LOC16-003820","776","2017 Sep 11 12:00:00 AM","2025 Apr 16 07:56:00 PM",,,,,"POINT (-97.767098 30.481691)"
"210","VIDEO","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," CONGRESS AVE / ST ELMO RD","LOC16-001990","406",,"2025 Sep 19 03:53:00 PM",,,,,"POINT (-97.766876 30.218205)"
"687","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," BRODIE LN / HARPERS FERRY LN","LOC16-002070","422",,"2023 Sep 06 08:32:00 PM",,,,,"POINT (-97.834938 30.207012)"
"1,481","VIDEO","OK","SOUTHBOUND","THRU ONLY"," BEN WHITE BLVD / RIVERSIDE DR","LOC16-004950","1012","2017 Jun 28 12:00:00 AM","2023 Dec 29 06:23:00 PM",,,,,"POINT (-97.69058 30.21806)"
"3,572","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," CAMERON RD / ST JOHNS AVE","LOC16-003265","653","2017 Jun 19 12:00:00 AM","2022 Oct 04 11:19:00 AM",,,,,"POINT (-97.692307 30.326052)"
"3,468","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN","9719 BLK GREAT HILLS TRL (Great Hills & Sommerset)","LOC16-003305","669","2017 Jun 19 12:00:00 AM","2025 Apr 14 03:51:00 PM",,,,,"POINT (-97.752121 30.394476)"
