"detector_id","detector_type","detector_status","detector_direction","detector_movement","location_name","atd_location_id","signal_id","created_date","modified_date","ip_comm_status","comm_status_datetime_utc","location_latitude","location_longitude","LOCATION"
"8,136","RADAR - Wavetronix","OK","EASTBOUND","RIGHT TURN, THRU ONLY"," PARMER LN / 35 SVRD","LOC16-002635","538","2023 Sep 12 12:00:00 AM","2025 Apr 03 08:45:00 PM",,,,,"POINT (-97.675232 30.40803)"
"8,645","RADAR - SmartMicro","OK","NORTHBOUND","THRU / LEFT TURN"," LAMAR BLVD / MASTERSON PASS","LOC16-002240","457","2024 Apr 24 12:00:00 AM","2024 Oct 08 08:03:00 PM",,,,,"POINT (-97.692459 30.371176)"
"7,863","VIDEO","OK","WESTBOUND","THRU / LEFT TURN"," MC NEIL DR / HEINEMANN DR","LOC16-001855","378","2023 Sep 06 12:00:00 AM","2025 Jun 26 02:01:00 PM",,,,,"POINT (-97.746429 30.442356)"
"8,293","RADAR - SmartMicro","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN, THRU ONLY","FM 620 RD / BOULDER LN (North)","LOC16-004380","889","2023 Sep 14 12:00:00 AM","2023 Dec 17 05:22:00 PM",,,,,"POINT (-97.83313 30.443483)"
"8,824","RADAR - SmartMicro","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," AIRPORT BLVD / GOODWIN AVE","LOC16-000785","158","2024 May 21 12:00:00 AM","2025 Jun 09 10:20:00 PM",,,,,"POINT (-97.696274 30.268101)"
"9,435","CURRUX","OK","NORTHBOUND","RIGHT TURN, THRU / LEFT TURN"," BRAKER LN / HORNSBY ST","LOC16-002520","515","2025 May 19 12:00:00 AM","2025 May 19 07:40:00 PM",,,,,"POINT (-97.683434 30.38024)"
"7,539","RADAR - SmartMicro","BROKEN","NORTHBOUND","BICYCLE, RIGHT TURN, THRU / LEFT TURN"," DUVAL RD / AMHERST DR","LOC16-004695","961","2022 Jun 16 12:00:00 AM","2025 Aug 04 01:27:00 PM",,,,,"POINT (-97.722054 30.411676)"
"8,061","GRIDSMART","REMOVED","EASTBOUND","LEFT TURN, RIGHT TURN, THRU ONLY"," FAR WEST BLVD / HART LN","LOC16-002185","445","2023 Sep 11 12:00:00 AM","2023 Sep 11 06:06:00 PM",,,,,"POINT (-97.756638 30.35511)"
"8,843","RADAR - SmartMicro","OK","SOUTHBOUND","THRU / LEFT TURN"," WILLIAM CANNON DR / LUNAR DR","LOC18-012525","1139","2024 May 23 12:00:00 AM","2024 Aug 01 06:41:00 PM",,,,,"POINT (-97.78329 30.194539)"
"8,650","RADAR - SmartMicro","BROKEN","WESTBOUND","THRU / LEFT TURN"," SLAUGHTER LN / CURLEW DR","LOC16-002610","533","2024 Apr 24 12:00:00 AM","2025 Aug 28 11:41:00 AM",,,,,"POINT (-97.833992 30.176577)"
"8,606","RADAR - SmartMicro","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," PARMER LN / INNOVAR CIR","LOC16-002805","572","2024 Apr 02 12:00:00 AM","2025 Feb 18 04:14:00 PM",,,,,"POINT (-97.631714 30.376001)"
"7,844","VIDEO","OK","SOUTHBOUND","LEFT TURN, RIGHT TURN"," ANDERSON LN / BURRELL DR","LOC16-000895","181","2023 Aug 24 12:00:00 AM","2025 Oct 07 11:48:00 AM",,,,,"POINT (-97.722069 30.351978)"
"7,713","RADAR - SmartMicro","OK","NORTHBOUND","BICYCLE, LEFT TURN, RIGHT TURN, THRU ONLY"," STECK AVE / SHOAL CREEK BLVD","LOC16-002215","451","2022 Nov 09 12:00:00 AM","2025 May 02 03:29:00 PM",,,,,"POINT (-97.73864 30.36635)"
"8,164","GRIDSMART","REMOVED","EASTBOUND","LEFT TURN, RIGHT TURN, THRU ONLY"," RIVERSIDE DR / CROSSING PL","LOC16-003065","619","2023 Sep 12 12:00:00 AM","2023 Sep 12 07:45:00 PM",,,,,"POINT (-97.717461 30.231636)"
"7,557","RADAR - SmartMicro","OK","WESTBOUND","THRU / LEFT TURN"," 7TH ST / WALLER ST (WESTERLY INTERSECTION)","LOC18-012425","1040","2022 Jun 24 12:00:00 AM","2025 Jul 16 12:22:00 PM",,,,,"POINT (-97.730341 30.265431)"
"9,541","RADAR - SmartMicro","BROKEN","NORTHBOUND","STOP BAR"," LAKELINE BLVD / 183 HWY SVRD","LOC16-003315","671","2025 Jun 18 12:00:00 AM","2025 Sep 10 08:22:00 PM",,,,,"POINT (-97.803299 30.479425)"
"9,073","RADAR - SmartMicro","BROKEN","EASTBOUND","THRU / RIGHT TURN"," SLAUGHTER LN / WOLFTRAP DR","LOC16-002655","542","2024 Sep 08 12:00:00 AM","2025 Oct 02 08:54:00 PM",,,,,"POINT (-97.855034 30.186686)"
"7,394","VIDEO","OK","SOUTHBOUND","LEFT TURN"," SOUTHWEST PKWY / REPUBLIC OF TEXAS BLVD","LOC16-002595","530","2021 Nov 03 12:00:00 AM","2024 Dec 02 06:58:00 PM",,,,,"POINT (-97.830254 30.240084)"
"7,767","RADAR - SmartMicro","OK","NORTHBOUND","THRU / LEFT TURN"," DESSAU RD / BRADBURY LN","LOC16-006295","1090","2023 Jan 25 12:00:00 AM","2025 Sep 04 07:07:00 PM",,,,,"POINT (-97.644412 30.394696)"
"8,790","RADAR - SmartMicro","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," BRAKER LN / BURNET RD","LOC16-002265","462","2024 May 16 12:00:00 AM","2024 Dec 12 12:28:00 AM",,,,,"POINT (-97.721809 30.391165)"
"9,499","RADAR - SmartMicro","OK","SOUTHBOUND","STOP BAR"," JOHNNY MORRIS RD / 290 HWY SVRD","LOC16-003945","802","2025 May 23 12:00:00 AM","2025 Jun 16 08:37:00 PM",,,,,"POINT (-97.623352 30.330805)"
"9,169","RADAR - SmartMicro","BROKEN","WESTBOUND","LEFT TURN, THRU / RIGHT TURN","FM 620 RD / CONCORDIA UNIVERSITY DR","LOC16-004080","829","2024 Nov 13 12:00:00 AM","2025 Oct 15 09:03:00 PM",,,,,"POINT (-97.845024 30.4219)"
"9,675","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," MC NEIL DR / 183 HWY SVRD","LOC16-003555","721","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:35:00 PM",,,,,"POINT (-97.769058 30.434488)"
"9,746","VIDEO","BROKEN","EASTBOUND","LEFT TURN, THRU / RIGHT TURN","IH 35 SVRD / BEN WHITE BLVD SVRD","LOC16-004455","505","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:28:00 PM",,,,,"POINT (-97.751801 30.21702)"
"9,707","LOOP","OK","WESTBOUND","LEFT TURN","US 290 HWY SVRD / MOPAC EXPY SVRD","LOC16-003880","789","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:16:00 PM",,,,,"POINT (-97.823219 30.235804)"
"9,861","CURRUX","OK","NORTHBOUND","RIGHT TURN"," WESTBANK DR / ALLEN RD","LOC16-004045","822","2025 Sep 05 12:00:00 AM","2025 Sep 05 05:29:00 PM",,,,,"POINT (-97.812248 30.274342)"
"9,865","CURRUX","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," WESTBANK DR / ALLEN RD","LOC16-004045","822","2025 Sep 05 12:00:00 AM","2025 Sep 05 05:30:00 PM",,,,,"POINT (-97.812248 30.274342)"
"9,694","LOOP","REMOVED","WESTBOUND","LEFT TURN"," MOPAC EXPY SVRD / PARK BEND DR","LOC16-003790","770","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:00:00 PM",,,,,"POINT (-97.709496 30.410803)"
"9,788","CURRUX","OK","NORTHBOUND","LEFT TURN, THRU / LEFT TURN"," CAPITAL OF TEXAS HWY / PASCAL LN","LOC16-004265","866","2025 Jul 15 12:00:00 AM","2025 Jul 15 10:43:00 PM",,,,,"POINT (-97.82605 30.315455)"
"9,721","VIDEO","REMOVED","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," BRAKER LN / RESEARCH BLVD SVRD","LOC16-003975","808","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:38:00 PM",,,,,"POINT (-97.746285 30.400536)"
"9,838","VIDEO","INACTIVE","SOUTHBOUND","STOP BAR"," TECH RIDGE BLVD / CANYON RIDGE DR","LOC16-003610","732","2025 Aug 21 12:00:00 AM","2025 Aug 21 01:38:00 PM",,,,,"POINT (-97.668854 30.399052)"
"9,870","CURRUX","OK","WESTBOUND","STOP BAR"," MENCHACA RD / BARTON SKWY (Lightsey Rd)","LOC16-000920","186","2025 Sep 11 12:00:00 AM","2025 Sep 18 01:46:00 PM",,,,,"POINT (-97.781662 30.242613)"
"9,726","VIDEO","REMOVED","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," MOPAC EXPY SVRD / BARTON SKWY","LOC16-004025","818","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:45:00 PM",,,,,"POINT (-97.78923 30.262285)"
"9,821","CURRUX","OK","EASTBOUND","STOP BAR"," RIVERSIDE DR / BURTON DR","LOC16-001910","390","2025 Aug 12 12:00:00 AM","2025 Aug 13 07:24:00 PM",,,,,"POINT (-97.727036 30.24024)"
"9,876","CURRUX","OK","NORTHBOUND","LEFT TURN, THRU ONLY"," STECK AVE / MOPAC EXPY SVRD","LOC16-002210","450","2025 Oct 03 12:00:00 AM","2025 Oct 03 02:48:00 PM",,,,,"POINT (-97.741921 30.367931)"
"9,662","LOOP","OK","NORTHBOUND","LEFT TURN","US 290 HWY SVRD / MONTEREY OAKS BLVD","LOC16-003505","711","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:20:00 PM",,,,,"POINT (-97.839798 30.236157)"
"9,750","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / OLD FREDERICKSBURG RD","LOC16-004665","955","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:36:00 PM",,,,,"POINT (-97.852142 30.235657)"
"9,771","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / 2222 RD","LOC16-004845","991","2025 Jun 25 12:00:00 AM","2025 Jun 25 04:16:00 PM",,,,,"POINT (-97.790527 30.359251)"
"9,793","VIDEO","INACTIVE","NORTHBOUND","LEFT TURN, RIGHT TURN, STOP BAR, THRU ONLY","FM 620 RD / LAKE CREEK PKWY","LOC16-004475","908","2025 Jul 31 12:00:00 AM","2025 Jul 31 01:30:00 PM",,,,,"POINT (-97.816017 30.462158)"
"9,804","CURRUX","OK","WESTBOUND","STOP BAR"," AIRPORT BLVD / SPRINGDALE RD","LOC16-000795","160","2025 Aug 07 12:00:00 AM","2025 Aug 07 10:35:00 PM",,,,,"POINT (-97.695511 30.26561)"
"9,648","RADAR - SmartMicro","OK","EASTBOUND","STOP BAR"," RIVERSIDE DR / FRONTIER VALLEY DR","LOC16-005925","1145","2025 Jun 25 12:00:00 AM","2025 Jul 15 10:32:00 PM",,,,,"POINT (-97.69781 30.222618)"
"9,890","CURRUX","OK","NORTHBOUND","LEFT TURN, RIGHT TURN"," LAKE AUSTIN BLVD / REDBUD TRL","LOC16-003690","749","2025 Oct 14 12:00:00 AM","2025 Oct 14 09:23:00 PM",,,,,"POINT (-97.783066 30.291592)"
"9,903","CURRUX","OK","EASTBOUND","THRU ONLY"," CESAR CHAVEZ ST / SANDRA MURAIDA WAY","LOC16-001125","229","2025 Oct 24 12:00:00 AM","2025 Oct 24 07:41:00 PM",,,,,"POINT (-97.755539 30.266434)"
"9,891","CURRUX","OK","EASTBOUND","RIGHT TURN, THRU ONLY"," LAKE AUSTIN BLVD / REDBUD TRL","LOC16-003690","749","2025 Oct 14 12:00:00 AM","2025 Oct 14 09:24:00 PM",,,,,"POINT (-97.783066 30.291592)"
"9,658","LOOP","OK","EASTBOUND","LEFT TURN"," DUVAL RD / RESEARCH BLVD SVRD","LOC16-002990","609","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:10:00 PM",,,,,"POINT (-97.746445 30.419102)"
"9,880","CURRUX","OK","EASTBOUND","LEFT TURN, THRU ONLY"," STECK AVE / MOPAC EXPY SVRD","LOC16-002210","450","2025 Oct 03 12:00:00 AM","2025 Oct 03 02:56:00 PM",,,,,"POINT (-97.741921 30.367931)"
"9,803","CURRUX","OK","NORTHBOUND","STOP BAR"," AIRPORT BLVD / SPRINGDALE RD","LOC16-000795","160","2025 Aug 07 12:00:00 AM","2025 Aug 07 10:34:00 PM",,,,,"POINT (-97.695511 30.26561)"
"9,716","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," SOUTHWEST PKWY / MOPAC EXPY SVRD","LOC16-003905","794","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:23:00 PM",,,,,"POINT (-97.822525 30.236431)"
"9,733","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD","LOC16-004205","853","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:53:00 PM",,,,,"POINT (-97.734985 30.389957)"
"9,815","CURRUX","OK","NORTHBOUND","STOP BAR","FM 620 RD / PECAN PARK BLVD","LOC16-003080","622","2025 Aug 12 12:00:00 AM","2025 Aug 20 08:14:00 PM",,,,,"POINT (-97.804283 30.466759)"
"9,775","LOOP","REMOVED","EASTBOUND","LEFT TURN","US 290 HWY SVRD / PARMER LN","LOC16-004840","990","2025 Jun 25 12:00:00 AM","2025 Jun 25 04:42:00 PM",,,,,"POINT (-97.58007 30.34398)"
"9,808","CURRUX","OK","WESTBOUND","STOP BAR"," ENFIELD RD / WEST LYNN ST","LOC16-001050","214","2025 Aug 07 12:00:00 AM","2025 Aug 07 10:39:00 PM",,,,,"POINT (-97.75782 30.282774)"
"9,886","CURRUX","OK","SOUTHBOUND","LEFT TURN, RIGHT TURN","FM 2222 RD / MESA DR","LOC16-004600","942","2025 Oct 07 12:00:00 AM","2025 Oct 07 02:08:00 PM",,,,,"POINT (-97.769638 30.341314)"
"9,652","LOOP","REMOVED","EASTBOUND","LEFT TURN"," HOWARD LN / 35 SVRD","LOC16-003410","692","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:04:00 PM",,,,,"POINT (-97.671188 30.424255)"
"9,699","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," MOPAC EXPY / LA CROSSE AVE","LOC16-003840","781","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:08:00 PM",,,,,"POINT (-97.873253 30.190466)"
"9,770","VIDEO","REMOVED","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," HARRIS BRANCH PKWY / 290 HWY SVRD","LOC16-003855","784","2025 Jun 25 12:00:00 AM","2025 Jun 25 04:12:00 PM",,,,,"POINT (-97.607475 30.334648)"
"9,849","CURRUX","INACTIVE","WESTBOUND","STOP BAR"," 15TH ST / CONGRESS AVE","LOC16-001090","222","2025 Aug 25 12:00:00 AM","2025 Aug 25 03:49:00 PM",,,,,"POINT (-97.739494 30.276918)"
"9,663","LOOP","OK","NORTHBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / MONTEREY OAKS BLVD","LOC16-003505","711","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:21:00 PM",,,,,"POINT (-97.839798 30.236157)"
"9,684","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," SLAUGHTER LN / 35 SVRD","LOC16-003775","766","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:44:00 PM",,,,,"POINT (-97.786926 30.16707)"
"9,895","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," 7TH ST / PEDERNALES ST","LOC16-001735","354","2025 Oct 16 12:00:00 AM","2025 Oct 16 08:29:00 PM",,,,,"POINT (-97.713715 30.260914)"
"9,837","VIDEO","OK","SOUTHBOUND","STOP BAR"," LAMAR BLVD / YAGER LN","LOC16-002620","535","2025 Aug 21 12:00:00 AM","2025 Sep 08 10:41:00 PM",,,,,"POINT (-97.679169 30.401785)"
"9,782","CURRUX","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," RIVERSIDE DR / MONTOPOLIS DR","LOC16-002695","550","2025 Jul 01 12:00:00 AM","2025 Jul 01 04:10:00 PM",,,,,"POINT (-97.703438 30.224932)"
"9,798","CURRUX","OK","SOUTHBOUND","STOP BAR"," 38TH ST / DUVAL ST","LOC16-000290","59","2025 Aug 07 12:00:00 AM","2025 Aug 07 10:24:00 PM",,,,,"POINT (-97.729775 30.298708)"
"9,831","CURRUX","OK","EASTBOUND","STOP BAR","FM 620 RD / PECAN PARK BLVD","LOC16-003080","622","2025 Aug 20 12:00:00 AM","2025 Aug 20 08:20:00 PM",,,,,"POINT (-97.804283 30.466759)"
"9,712","LOOP","OK","EASTBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / MOPAC EXPY SVRD","LOC16-003885","790","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:20:00 PM",,,,,"POINT (-97.82412 30.234686)"
"9,727","VIDEO","REMOVED","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," MOPAC EXPY SVRD / BARTON SKWY","LOC16-004025","818","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:46:00 PM",,,,,"POINT (-97.78923 30.262285)"
"9,690","LOOP","REMOVED","SOUTHBOUND","THRU / LEFT TURN"," MOPAC EXPY SVRD / PARK BEND DR","LOC16-003790","770","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:57:00 PM",,,,,"POINT (-97.709496 30.410803)"
"9,763","LOOP","BROKEN","SOUTHBOUND","LEFT TURN","IH 35 SVRD / 32ND ST","LOC16-004800","982","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:57:00 PM",,,,,"POINT (-97.723053 30.289063)"
"9,667","LOOP","OK","EASTBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / MONTEREY OAKS BLVD","LOC16-003505","711","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:23:00 PM",,,,,"POINT (-97.839798 30.236157)"
"9,842","CURRUX","OK","EASTBOUND","STOP BAR"," ANDERSON MILL RD / POND SPRINGS RD","LOC16-003175","646","2025 Aug 22 12:00:00 AM","2025 Aug 27 03:19:00 PM",,,,,"POINT (-97.785309 30.450384)"
"9,740","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," MOPAC EXPY / 45TH ST","LOC16-002845","580","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:12:00 PM",,,,,"POINT (-97.754822 30.321236)"
"9,695","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," MOPAC EXPY SVRD / PARK BEND DR","LOC16-003790","770","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:01:00 PM",,,,,"POINT (-97.709496 30.410803)"
"9,741","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," BRODIE LN / 290 HWY SVRD","LOC16-004390","891","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:14:00 PM",,,,,"POINT (-97.81842 30.232639)"
"9,722","LOOP","REMOVED","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," BRAKER LN / RESEARCH BLVD SVRD","LOC16-003975","808","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:39:00 PM",,,,,"POINT (-97.746285 30.400536)"
"9,866","VIDEO","OK","SOUTHBOUND","STOP BAR"," 51ST ST / LANCASTER CT","LOC16-002745","560","2025 Sep 10 12:00:00 AM","2025 Sep 16 06:05:00 PM",,,,,"POINT (-97.70649 30.307507)"
"9,680","LOOP","REMOVED","EASTBOUND","LEFT TURN","US 183 HWY SVRD / POND SPRINGS RD","LOC16-003565","723","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:39:00 PM",,,,,"POINT (-97.770386 30.435135)"
"9,826","CURRUX","OK","NORTHBOUND","STOP BAR"," CONGRESS AVE / RAMBLE LN","LOC16-006095","1111","2025 Aug 19 12:00:00 AM","2025 Aug 19 09:02:00 PM",,,,,"POINT (-97.772842 30.208877)"
"9,860","CURRUX","OK","NORTHBOUND","THRU / LEFT TURN"," WESTBANK DR / ALLEN RD","LOC16-004045","822","2025 Sep 05 12:00:00 AM","2025 Sep 05 05:28:00 PM",,,,,"POINT (-97.812248 30.274342)"
"9,871","CURRUX","OK","EASTBOUND","STOP BAR"," MENCHACA RD / BARTON SKWY (Lightsey Rd)","LOC16-000920","186","2025 Sep 11 12:00:00 AM","2025 Sep 18 01:46:00 PM",,,,,"POINT (-97.781662 30.242613)"
"9,666","LOOP","OK","EASTBOUND","LEFT TURN","US 290 HWY SVRD / MONTEREY OAKS BLVD","LOC16-003505","711","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:22:00 PM",,,,,"POINT (-97.839798 30.236157)"
"9,723","LOOP","OK","NORTHBOUND","LEFT TURN"," GREAT HILLS TRL / RESEARCH BLVD SVRD","LOC16-003990","811","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:42:00 PM",,,,,"POINT (-97.746918 30.39415)"
"9,691","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," MOPAC EXPY SVRD / PARK BEND DR","LOC16-003790","770","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:58:00 PM",,,,,"POINT (-97.709496 30.410803)"
"9,820","CURRUX","OK","WESTBOUND","STOP BAR"," RIVERSIDE DR / BURTON DR","LOC16-001910","390","2025 Aug 12 12:00:00 AM","2025 Aug 13 07:24:00 PM",,,,,"POINT (-97.727036 30.24024)"
"9,841","CURRUX","OK","WESTBOUND","STOP BAR"," ANDERSON MILL RD / POND SPRINGS RD","LOC16-003175","646","2025 Aug 22 12:00:00 AM","2025 Aug 27 03:18:00 PM",,,,,"POINT (-97.785309 30.450384)"
"9,708","LOOP","OK","WESTBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / MOPAC EXPY SVRD","LOC16-003880","789","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:17:00 PM",,,,,"POINT (-97.823219 30.235804)"
"9,894","VIDEO","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," 7TH ST / PEDERNALES ST","LOC16-001735","354","2025 Oct 16 12:00:00 AM","2025 Oct 16 08:28:00 PM",,,,,"POINT (-97.713715 30.260914)"
"9,641","LOOP","REMOVED","EASTBOUND","LEFT TURN"," OAK KNOLL DR / RESEARCH BLVD SVRD","LOC16-002980","607","2025 Jun 25 12:00:00 AM","2025 Jun 25 12:54:00 PM",,,,,"POINT (-97.759049 30.42947)"
"9,778","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / PARMER LN","LOC16-004840","990","2025 Jun 25 12:00:00 AM","2025 Jun 25 04:44:00 PM",,,,,"POINT (-97.58007 30.34398)"
"9,676","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," MC NEIL DR / 183 HWY SVRD","LOC16-003555","721","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:35:00 PM",,,,,"POINT (-97.769058 30.434488)"
"9,811","CURRUX","OK","NORTHBOUND","STOP BAR"," PARKFIELD DR / RUTLAND DR","LOC16-002360","481","2025 Aug 07 12:00:00 AM","2025 Aug 07 10:44:00 PM",,,,,"POINT (-97.705498 30.369251)"
"9,887","CURRUX","OK","EASTBOUND","LEFT TURN, THRU ONLY","FM 2222 RD / MESA DR","LOC16-004600","942","2025 Oct 07 12:00:00 AM","2025 Oct 07 02:08:00 PM",,,,,"POINT (-97.769638 30.341314)"
"9,745","VIDEO","BROKEN","WESTBOUND","LEFT TURN, THRU / RIGHT TURN","IH 35 SVRD / BEN WHITE BLVD SVRD","LOC16-002475","506","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:26:00 PM",,,,,"POINT (-97.751259 30.215517)"
"9,783","CURRUX","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," RIVERSIDE DR / MONTOPOLIS DR","LOC16-002695","550","2025 Jul 01 12:00:00 AM","2025 Jul 01 04:11:00 PM",,,,,"POINT (-97.703438 30.224932)"
"9,899","VIDEO","VERIFICATION NEEDED","EASTBOUND","LEFT TURN, THRU ONLY"," OLTORF ST / 1ST ST","LOC16-000720","145","2025 Oct 24 12:00:00 AM","2025 Oct 24 06:39:00 PM",,,,,"POINT (-97.759621 30.242111)"
"9,698","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," MOPAC EXPY / LA CROSSE AVE","LOC16-003840","781","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:07:00 PM",,,,,"POINT (-97.873253 30.190466)"
"9,850","CURRUX","INACTIVE","EASTBOUND","STOP BAR"," 15TH ST / CONGRESS AVE","LOC16-001090","222","2025 Aug 25 12:00:00 AM","2025 Aug 25 03:50:00 PM",,,,,"POINT (-97.739494 30.276918)"
"9,816","VIDEO","OK","EASTBOUND","THRU / LEFT TURN"," 15TH ST / WEST AVE","LOC16-001060","216","2025 Aug 12 12:00:00 AM","2025 Aug 21 01:50:00 PM",,,,,"POINT (-97.747284 30.279146)"
"9,671","LOOP","REMOVED","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," OHLEN RD / RESEARCH BLVD SVRD","LOC16-003535","717","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:30:00 PM",,,,,"POINT (-97.717262 30.36326)"
"9,703","LOOP","REMOVED","EASTBOUND","LEFT TURN"," MOPAC EXPY / SLAUGHTER LN","LOC16-003870","787","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:13:00 PM",,,,,"POINT (-97.865456 30.200567)"
"9,845","CURRUX","OK","WESTBOUND","STOP BAR"," AIRPORT BLVD / 51ST ST","LOC16-000845","170","2025 Aug 22 12:00:00 AM","2025 Sep 04 07:17:00 PM",,,,,"POINT (-97.71534 30.312069)"
"9,774","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN","US 290 HWY SVRD / PARMER LN","LOC16-004840","990","2025 Jun 25 12:00:00 AM","2025 Jun 25 04:41:00 PM",,,,,"POINT (-97.58007 30.34398)"
"9,874","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," 6TH ST / CAMPBELL ST","LOC16-001015","205","2025 Sep 12 12:00:00 AM","2025 Sep 12 04:26:00 PM",,,,,"POINT (-97.764221 30.275768)"
"9,807","CURRUX","OK","NORTHBOUND","STOP BAR"," ENFIELD RD / WEST LYNN ST","LOC16-001050","214","2025 Aug 07 12:00:00 AM","2025 Aug 07 10:39:00 PM",,,,,"POINT (-97.75782 30.282774)"
"9,659","LOOP","OK","EASTBOUND","THRU / RIGHT TURN"," DUVAL RD / RESEARCH BLVD SVRD","LOC16-002990","609","2025 Jun 25 12:00:00 AM","2025 Jun 25 01:10:00 PM",,,,,"POINT (-97.746445 30.419102)"
"9,787","CURRUX","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," BURNET RD / RICHCREEK RD","LOC16-000390","79","2025 Jul 14 12:00:00 AM","2025 Sep 10 07:03:00 PM",,,,,"POINT (-97.734337 30.350573)"
"9,749","LOOP","REMOVED","NORTHBOUND","LEFT TURN","US 290 HWY SVRD / OLD FREDERICKSBURG RD","LOC16-004665","955","2025 Jun 25 12:00:00 AM","2025 Jun 25 03:36:00 PM",,,,,"POINT (-97.852142 30.235657)"
"9,715","LOOP","OK","WESTBOUND","LEFT TURN"," SOUTHWEST PKWY / MOPAC EXPY SVRD","LOC16-003905","794","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:23:00 PM",,,,,"POINT (-97.822525 30.236431)"
"9,732","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD","LOC16-004205","853","2025 Jun 25 12:00:00 AM","2025 Jun 25 02:52:00 PM",,,,,"POINT (-97.734985 30.389957)"
